created,id,text,screenName,retweetCount
2017-05-22T23:04:13Z,866791840653099008,I really like Heroes of the Storm but I don't feel like I'm improving :(,Mocharaid,0
2017-05-22T22:47:00Z,866787505726787584,@rowan_county_wx view of the storm skirting us to the northeast. :( https://t.co/1F2iAOGLuW,nickielgolden,1
2017-05-22T22:46:03Z,866787269730062336,@TGNSquadron remember when @TheHengest and @MFPallytime played heroes of the storm together? I do :(,NaterCakes,0
2017-05-22T22:41:52Z,866786213314809856,And so last night's rain storm has brought down some of those lovely old trees in Sampige Road :( #bangalorerains,prats_39,0
2017-05-22T22:39:07Z,866785522542411776,Tomorrow it's Harry's concert in Mexico and i'm not going :(  *cries in a cool way*',A_Little_Storm,0
2017-05-22T22:29:39Z,866783139972165632,Hoping the first reports coming from Manchester are people over reacting and that it's not as bad as it sounds on the twitter storm :(,dragonjester,0
2017-05-22T22:20:15Z,866780774393155584,"@SilentAddle You see I wanna watch, but I also wanna play Storm King...also work :(",NozeZelle,0
2017-05-22T20:21:43Z,866750946331820032,I'm supposed to drive across the bay tonight to visit my grandparents but it's apparently going to storm :(,alexecasso,0
2017-05-22T20:06:29Z,866747113128038400,My storm @hamzakhanmazari :(,DIA_TANVIR,0
2017-05-22T19:37:54Z,866739920546738177,It looks like the storm isn't going to stop today. :-( I will be back tomorrow! Miss you! &lt;3,realJesebel,0
2017-05-22T17:52:47Z,866713463435005954,Ok this storm :(,issaPharaoh,0
2017-05-22T17:06:43Z,866701873339920384,Nooooo please don't storm :(,TeeSew,0
2017-05-22T17:03:50Z,866701145330339843,ow ow ow this big nasty storm is making my sinuses implode ow :( https://t.co/DaxdnxNf3F,nickysmithster,0
2017-05-22T16:12:45Z,866688292254777345,I want to go to Disney and see the march of the Storm troopers :-(,_oknicklit,0
2017-05-22T12:33:34Z,866633130488287232,@meganlavengood In my area it always seems to storm on garbage day (Wednesday) so I have to drag the can out in the… https://t.co/8pW7ljJLWP,KyrieElissa,0
2017-05-22T11:36:25Z,866618750434521089,"@AtroxLong Shade-mode; engaged.

:( https://t.co/i5u1chQu30",Joon_Storm,0
2017-05-22T07:04:31Z,866550323858616320,"Tidying up the yard I found a dead magpie baby not too far from a recurring magpie nest.
Gave it a shallow grave.
Poor little cutie. :(",Joon_Storm,0
2017-05-22T06:59:44Z,866549118096752640,@I_like_weird @steforart1 @DeptofDefense You have to be brave to face the fire storm of media snowflakes etc etc etc attack attack....:(:(,joyjoyjoy77,0
2017-05-22T05:44:53Z,866530284338020352,there was a REALLY bad storm today and theres all these dead birds in my backyard :(,yeunrogers,0
2017-05-22T04:54:34Z,866517618576027649,clarice is afraid of the storm :(,fvtimabanger,0
2017-05-22T04:46:48Z,866515664885776384,@katakuesugimeow &gt;:((((( IMMA STORM IN THEIR OFFICE RN,mikanpy0n,0
2017-05-22T04:05:43Z,866505325641420801,@Galactic_Storm I have to study for my finals this entire week until Friday :(,CrystalKatt54,0
2017-05-22T03:52:08Z,866501906964692992,anyone want to buy Naruto Ultimate Ninja Storm 4 for me??? :(((,ryancyrano,0
2017-05-22T03:17:04Z,866493085403959296,"M.A.P6 - ""STORM"" Dance Practice 
Official link : ( https://t.co/cWsTmvQFXe ) 
Mirror dance link : (… https://t.co/B8LEmLlpcH",Kiho94_,0
2017-05-22T02:25:25Z,866480087268569088,Jerry left right in the middle of the storm :(,odalysmaite_,0
2017-05-22T02:14:21Z,866477300837044224,"im so sad, there's gonna be a hail storm and my lil baby is home all alone she's gonna be so scared :((((",raquelcueva15,0
2017-05-22T01:10:46Z,866461300603445249,Not looking forward to losing power bc of this storm :(,Ajm1114,0
2017-05-22T00:29:12Z,866450839518543872,Theres a storm &amp; my power keeps going out cant watch the BBMAs :((,spicygnomes,0
2017-05-22T00:19:31Z,866448399863820288,wish this storm could wash away my sadness :(,Julian_Leighh5,3
2017-05-22T00:15:51Z,866447479759409152,"So a hail storm started and the mic picks it up and it's really loud, so if it doesn't stop in an hour no stream tonight :(",SparkDOOD,0
2017-05-21T23:50:35Z,866441118883475462,I saved my parrot from the hail storm...she better respeck me from now on &gt;:(,UmmKenyaNot,1
2017-05-21T23:45:45Z,866439904536002561,@Aroze_Storm @MythFlowers @FaZeMito I wish that was me :(,MEADEYPLAYS,0
2017-05-21T23:37:33Z,866437839411703811,it's supposed to storm sunday :(,alexacipolla,0
2017-05-21T23:31:26Z,866436299313598465,@StorM_Blitzz Dont know how to tell you or show you :( sorry or i would,killagall9,0
2017-05-21T22:31:26Z,866421202050584576,Storm flickered my power. If it happens again I'm done for the day. :(,VikingVod,0
2017-05-21T20:50:02Z,866395682009079808,I don't like how they gave Jackson storm a bitch voice :( fuck it this movie still finna be fire,Theboyjvk,0
2017-05-21T20:03:37Z,866384003103850498,"Gotta love Heroes of the Storm Matchmaking, not a single game where the average level of the other group is 200 levels above :(",draskalder,0
2017-05-21T19:33:06Z,866376324302213122,Our Exhibition Tents were destroyed in wind storm Sunday early AM. :(,BCHSpets,0
2017-05-21T19:08:34Z,866370148101500929,I just want it to thunder storm :(,lolashleigh,0
2017-05-21T18:02:58Z,866353642055450624,@RdotSpoon I'm so sorry that Shit Storm is triggering it for you again. Totally understand why though. :(,The_Book_Queen,0
2017-05-21T17:57:23Z,866352234510077955,@LaraWVO I have a prescription for her anxiety but because I didn't know the storm was coming (or how long) I didn't give it to her :(,BrittanyLaudaVO,0
2017-05-21T17:56:05Z,866351908901969922,I think I gotta skip stream today guys. :( My voice was rough yesterday and today I'm coughing up a storm. This… https://t.co/PGgWZyqjY4,FibroMancer,0
2017-05-21T17:54:31Z,866351511835693061,the storm is almost here :(,idkbenfeldman,0
2017-05-21T17:28:30Z,866344964594302977,i wish audio multi localization was a thing in heroes of the storm :(,Levicopter,0
2017-05-21T16:26:35Z,866329383694237697,i think there might be a storm here tonight :(((,Zoefanleaf,0
2017-05-21T14:23:30Z,866298409296121856,@storm in all the excitement in Perth today I lost my 2015 badge :( worth it to see a win in #Perth #purplepride https://t.co/axo9Xsw7zH,alana_herbs,0
2017-05-21T13:54:20Z,866291068886687744,@isailxmna Sadly no :( storm troopers ate :(,karengrospe_,0
2017-05-21T12:13:01Z,866265572706844672,This storm and these cramps woke me up :-(,GwowItsHelen,0
2017-05-21T06:36:13Z,866180814874259456,And the good stuff comes in today! Smh could of used it yesterday but then again storm damage.. :(,paparazziJanet,0
2017-05-21T03:48:34Z,866138622088454144,"Its a no to ""DWMNLT"" or no ""skin sa LoL/Overwatch/ Heroes of the storm."" :(((",yambaojustin,0
2017-05-21T01:27:46Z,866103190063906816,please dont :( before a rainbow comes a storm. please remember it'll get better https://t.co/igxAV0Cl3m,lustbts,0
2017-05-21T00:50:43Z,866093864309882882,it's supposed to storm really bad here im scared :(,siIkjimn,0
2017-05-21T00:32:26Z,866089264819441664,"i am home alone during a storm with an awful headache, great saturday night :(",theqtlinn,0
2017-05-20T23:26:12Z,866072596881735681,I just realized someone let ed outside knowing damn well it was about to storm now Im scared I hope hes ok :(,karIaestraboa,0
2017-05-20T23:06:56Z,866067748186718208,here comes the next storm :(,RamblinRose12,0
2017-05-20T22:07:56Z,866052898215645184,"won vs @Tempo_Storm in OMM, 2-1 ^^ game was good and unfortunately off-stream :(",LiNkzrOW,0
2017-05-20T21:15:39Z,866039742433038338,@FernandaDhb HARRY? :(,A_Little_Storm,0
2017-05-20T21:13:36Z,866039227351527424,"@CallaWalker Yeah, you are killing me with all of this gorgeous. &lt;3 Ahhh :D I want all of this too. But only have S… https://t.co/WoGDDQP2ME",CarinaOlsen,0
2017-05-20T19:17:26Z,866009990351405056,"Rising Storm 2: Vietnam is the most craziest game i've ever played in a long time, and its open beta ends soon :(",Slayer_Tip,0
2017-05-20T17:19:29Z,865980309933895681,It's supposed to storm the whole time I'm in South Carolina :(,eburch331,0
2017-05-20T16:45:09Z,865971667960549378,My dog is so scared of this storm :(,bayleejohnson_,0
2017-05-20T16:29:34Z,865967747615903744,@GailSimone Try to get the first order storm troopers to take you prisoner. They ignored me :(,JBumbalough,0
2017-05-20T16:22:19Z,865965921948626945,@JulieWets My friend is flying in today. I hope this storm ends soon :(,theesadiemarie,0
2017-05-20T16:15:38Z,865964239764287488,Why is it when there's basically a storm outside that I'm in the flat all alone :(,lucyannm8,0
2017-05-20T16:12:06Z,865963350471188481,@BrianWilkes59wx That was a whopper of a storm! Off the water safe but no whoppers!!  :-(,ShawnRexroth,0
2017-05-20T16:03:01Z,865961065401782272,Not a fan of streaming during a thunder storm...and we are currently having a thunder storm... :( Will post again i… https://t.co/mEyQxIMjty,gektekRadio,0
2017-05-20T15:50:41Z,865957963206406144,It was supposed to storm all day today &amp; now it says it'll be sunny by 2 :( WHY CANT WE HAVE SPRING SHOWERS @MOTHERNATURE,Torrance_Webb,0
2017-05-20T13:55:16Z,865928918087475200,@WCIA3Jack Here too. The storm woke me up :(,rhonda66powell,0
2017-05-20T11:07:42Z,865886746852171776,should of been meeting @chy_leigh today :(,british_storm,0
2017-05-20T06:40:02Z,865819384643801089,every storm i pray that the pets who stay outside are okay :-( or at least have little dog and cat homes to hide under,nxthalia,0
2017-05-20T05:42:45Z,865804970620317696,stuck at six flags in the storm. soaked down to the socks. just wanna be home :(,zoe_cardenas,0
2017-05-20T05:34:16Z,865802833534300161,this storm is playin w my wifi :(,itsdominiquee_7,1
2017-05-20T02:36:31Z,865758103161237505,Update: Alien: Covenant wasn't worth braving the storm. Just as much of a mess as Prometheus. :(,zurisht,0
2017-05-20T01:47:17Z,865745713656991744,@BCnRollins I was unfollowed by the storm :(,PhenomenalAli,0
2017-05-20T01:17:17Z,865738162072682496,Another multiple tornado/storm evening...and my lilies just bloomed :(,kennettehughes,0
2017-05-20T01:00:05Z,865733835983597569,currently stuck in the worst storm :( ive just been sitting on the side of the road in my car for the past 45 minutes,VeraSkyLive,0
2017-05-19T23:33:13Z,865711975313145856,The storm is so bad that Elvis keeps hiding. :(,kendallsfunfair,0
2017-05-19T23:11:25Z,865706486957305856,i wanted to go shopping but it looks like it's gonna storm. :(,rvchee,0
2017-05-19T22:34:40Z,865697237816528898,@gankstars @Tempo_Storm Now if only my hoodie would show up before tomorrow's match :(,BrokenEyezLLC,0
2017-05-19T22:26:13Z,865695112826941442,@WolfOfPoloniex YeS it will rise up and storm begins yet. If people dont get in panic with their #altcoins the stor… https://t.co/svGbhoQJW5,onemanbank,0
2017-05-19T21:03:13Z,865674224714821632,Went from sunbathing topless outside to hiding from a nasty storm. :(,clitasha_pso,0
2017-05-19T20:32:12Z,865666421753167875,"@pittsburghRN @RebLBrown @dwainelee @chrislhayes Not me - had to google it, lol.  Still haven't watched last week's… https://t.co/SIal6IFXpg",TerriTypes,0
2017-05-19T19:26:33Z,865649899806703617,That storm was fun to watch but why couldn't it stay stormy? :( Now its hot as fuck and super humid. ,TylerStills,0
2017-05-19T19:12:27Z,865646352184688640,@rs2vietnam :( Interner down due to an storm right now (writing via lte) Having birthday party on the 21. and writi… https://t.co/8QpU51MaNK,Flip_2000,0
2017-05-19T19:09:53Z,865645705578164225,"Stuck in a snow storm, just trying to get to the west coast :-( #FridayFeeling",thisgreenside,0
2017-05-19T19:01:57Z,865643708523266050,@ananavarro Enjoy the calm after the storm..... Unfortunately the storm is returning in a few days :( RUN FOR COVER,justhadtotweet,0
2017-05-19T18:52:50Z,865641414620717056,@nyc311 this storm drain at Broome and 6th ave is cracked and you can fall in by stepping on it :( https://t.co/HJwu4LDOmw,dustytoast,0
2017-05-19T17:36:07Z,865622105211019264,"Looked pretty wild over here in North Lincolnshire this afternoon, but still no real storm to photograph yet :-(… https://t.co/rRhZtgTSQx",colfaurora,1
2017-05-19T16:19:24Z,865602801103237120,The winter storm rolled in later and heavier than I anticipated.  Imma run out of catnip here in about an hour or so.  :(,wyverntiger,0
2017-05-19T15:44:22Z,865593985049411584,@michaeldamian1 Some storm damage west of us. But we're ok. Still have power.  More storms expected later this afternoon. :-(,AcgretlcelloAmy,0
2017-05-19T14:56:14Z,865581869970079744,Every night I snag Julio's Storm Trooper pillow just cus it's nice to hug when I sleep—but tonight it's out of sight! Noooooo :(,janinuh_,0
2017-05-19T14:55:09Z,865581600096088066,@hmufrank :( Was it the storm?,DenkMimi,0
2017-05-19T11:29:46Z,865529910814621701,my friends wanna do a picnic tomorrow but it's gonna storm and I'm not about to sit in the rain outside :-(,fIaxen,0
2017-05-19T10:48:06Z,865519424782049280,i just want to sleep. i need this storm to be quieter. :(,jordeemakxx,3
2017-05-19T10:16:33Z,865511485367214080,i hate that my dog shakes so bad &amp; paces when theres a storm :(((,dtireyd,0
2017-05-19T09:52:16Z,865505377575501824,Car wash ended early because of storm! :(,wohlman_elina,0
2017-05-19T09:37:07Z,865501563271266305,Here Dana Sullivan- Martin...more on the storm last night....:( https://t.co/eBpWCEpQ2j,fppqueen,0
2017-05-19T08:36:59Z,865486429824077826,Ugh. Just updated my @wileyfox Storm to Android 7.1.1 and how impressed I am is best described with the prefix 'un' :(,VinceMH,0
2017-05-19T08:33:42Z,865485601788706816,Half our tree gone after the storm last night :( https://t.co/WG1U13XDwc,CJ104Jenn,0
2017-05-19T07:09:28Z,865464406125105153,"2 days ago: 28 degrees, hot, melting
Now: storm, rain, 15 degrees.
Make up your god damn mind weather &gt;:(",Tribeking18,0
2017-05-19T07:01:38Z,865462435636944898,@asieybarbie Poor zaryaaaaaa.  . She has better skins in heroes of the storm why can't they use those :(,Ezukart,0
2017-05-19T05:44:14Z,865442956077015040,"also the storm looks v pretty in everyone's stories, i'm so sad i missed it bc i was at work :((",rimies_a_cat,0
2017-05-19T04:57:15Z,865431130790543365,i wish it wasn't so late id watch the storm on the porch :(,jillibeeean,0
2017-05-19T04:42:56Z,865427528831217665,:( this storm is scaring me i feel like a child it sounds like a bomb dropped &amp; it shook the house but its jus thunder,trbl_tae,0
2017-05-19T04:10:59Z,865419488518258689,videos and pictures won't load spotify won't load i feel so left out fuck this storm :-(,candidnouis,0
2017-05-19T03:56:03Z,865415730610659328,@emmaskilllian because I'm leaving for 5 days and she can't stay alone this long :(( so they offered to watch her b… https://t.co/H8Q4m7vNXG,icantloseyoutoo,0
2017-05-19T03:54:57Z,865415455384535040,@Demijeau why are you not in my storm cellar :((((,dylanthetrex,0
2017-05-19T03:42:24Z,865412295488266240,I need to find new Heroes of the Storm friends.  I came back for 2.0 and all of them quit playing :(,UBW_Banestar,0
2017-05-19T03:21:41Z,865407081540493313,I want it to storm :((,Anobleblackeye,1
2017-05-19T03:14:49Z,865405352048607232,"holy crap, this storm is crazy. my power keeps going out :(",FindingFall,0
2017-05-19T03:12:21Z,865404733690748928,@nicnak044 It looked like it was going to at like 8pm but never did!  Storm tease! :(,Whiteleaf055,0
2017-05-19T02:54:52Z,865400332553035776,i really hope there isnt a storm cause then those 3 dogs i saw are gonna get caught in it :(,JoseAvilez_22,0
2017-05-19T02:45:33Z,865397988562092035,Neat. The storm is back. Hope that doesn't put a damper on my recording :(,garchompthegod,0
2017-05-19T02:34:03Z,865395095960473600,#ExceptingThunderBuddyApplication @bretteldredge this storm sucks i need a hug :(  ☔⚡,BEscountrygirl,0
2017-05-19T02:29:05Z,865393843134496773,Calling it a night on storms.  All too far away.  Best storm I filmed or  chased since 2011.  That was amazing.  Too bad it's over.  :(,Toxic_Mario,0
2017-05-19T02:11:56Z,865389529670320128,Huge fucking storm :( omg,MrsLostWatkins,0
2017-05-19T02:08:24Z,865388638955331584,"@loganvasquez113 cancellation of musical yet there was no storm. like I understand they want us safe, but it still sucks :(((",cherryalpacas,0
2017-05-19T01:40:56Z,865381727895769089,"i really just want a blizzard from DQ, but im afraid to drive out there bc of the storm :((",frantic_momo,0
2017-05-19T01:39:02Z,865381248230977541,my tv keeps glitching out bc of the storm :((,emiliasmisha,0
2017-05-19T01:38:15Z,865381053355225088,"#ONstorm not a drop, a rumble, a bolt, NOTHING!  So far this storm is a dud for downtown storm fanatics :(",yyzbwj,0
2017-05-19T01:26:54Z,865378194224017408,Dance stopped me from witnessing the storm :((,aye_its_ashh,2
2017-05-19T00:46:04Z,865367921161158656,"the squirrels were blindsided by this storm, i think.  many distressed individuals around.  one mommy just brought all her babies down.
:(",vuzhmusic,0
2017-05-19T00:23:59Z,865362362068500480,"I'm tired and sick and it's getting ready to storm again, I miss Oli. :(((",shcrtstack,0
2017-05-19T00:07:16Z,865358155290750979,This storm was pretty underwhelming :(,DDylan_Doo,0
2017-05-19T00:06:19Z,865357915808559104,@A_Mighty_Storm  where my late night stream lmao :(,TheCaribGamer,0
2017-05-18T23:34:19Z,865349865076908033,My cat was flipping out during this storm and now I'm getting bad vibes. :(,ActuallyJad,0
2017-05-18T22:46:47Z,865337900027834368,"@OGandE well, then i'll take all the blinks! i'm just worried because our power has not been the same since the last storm. :(",wifeofbobby,0
2017-05-18T22:44:49Z,865337408342175744,"Thunder storm where are you? I miss you :(

(plz leave you friends large hail, flooding and tornado at home. Baby versions are acceptable)",MichaelLaski,0
2017-05-18T22:07:31Z,865328019384258565,An 18 year old woman was killed :( https://t.co/gUJmZ5IyAn,storm_blessed_,0
2017-05-18T22:05:31Z,865327516176719872,@TannerPrigmore you blew out of town before the storm got here : (,ItsWeirdScience,0
2017-05-18T20:31:46Z,865303924554838016,@Donnydinker Its just ugly..had hail storm last week-took out my roof and and shattered a car window..This one will… https://t.co/gMVnr2UUS1,RealOrangeCat,0
2017-05-18T20:04:25Z,865297038287683584,@TempoYunalescka Get well soon :(,Tempo_Storm,0
2017-05-18T19:49:21Z,865293247886880768,"Reduced subsidies, lack of markets/demand and cheap imports post-Brexit seems like a perfect storm for agriculture  #AgriChatUK : (",clearmapping,0
2017-05-18T19:42:05Z,865291418616684545,This poor little pigeon get scared by the storm :-( https://t.co/Qf2MmS9SWc,RC_Neuville,0
2017-05-18T18:29:50Z,865273238791876608,@KrisinAlexander i like a good thunder and lightning storm. haven't seen one in awhile :(,yoopergirl89,0
2017-05-18T17:51:14Z,865263523974320129,@biclexual would love to but im not going to be anywhere near birm :(,british_storm,0
2017-05-18T17:27:50Z,865257635615997954,booooooooooooo just missed out with a storm it was in  Forres :(,ardersierstuart,0
2017-05-18T17:19:21Z,865255501163933697,Well I wanna fly above the storm... :( https://t.co/hvFR6MkEjx,tumedicinaa,0
2017-05-18T16:24:26Z,865241681284784130,Sadly this might be the last pic of our dear loons for the season as cam has frozen during electrical storm. :( https://t.co/GuUt5vG2YV,SierraMinnesota,0
2017-05-18T15:25:00Z,865226721246707713,"""When the storm arrives would you be seen with me"" 
#chriscornell :(",acalenu,0
2017-05-18T14:22:22Z,865210960885284865,It feels amazing outside. Too bad it's about to storm :(,ChicoHimself,0
2017-05-18T14:01:59Z,865205832845328386,"@Ginger_Zee Yup, moms favorite willow tree went down in the storm last night. Big job for dad now. :(… https://t.co/z9UVF4gZso",AliMorganMusic,0
